VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bahrain,2018,1010.77202,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bahrain,2019,1011.86857,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bahrain,2020,912.3724931,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bahrain,2021,973.1049094,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bangladesh,2017,103.2552708,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bangladesh,2018,113.6273845,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bangladesh,2019,125.8513596,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bangladesh,2020,129.9864602,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bangladesh,2021,141.3943604,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Barbados,2017,82.11444656,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Barbados,2018,78.19793026,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Barbados,2019,75.78743405,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Barbados,2020,71.72196097,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Barbados,2021,74.69859895,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Belarus,2017,35.14186921,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Belarus,2018,36.03223616,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Belarus,2019,37.87241472,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Belarus,2020,39.68617166,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Belarus,2021,39.95911318,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Belgium,2017,23.31603584,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Belgium,2018,24.23533579,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Belgium,2019,25.65795522,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Belgium,2020,22.10805382,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Belgium,2021,23.56962394,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Belize,2017,12.03165214,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Belize,2018,12.210317,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Belize,2019,13.25033284,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Belize,2020,12.07890042,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Belize,2021,15.29502176,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Benin,2017,59.46177583,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Benin,2018,61.59571081,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Benin,2019,73.65073629,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Benin,2020,76.02515223,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Benin,2021,82.19895341,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bhutan,2017,213.1336987,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bhutan,2018,206.3036592,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bhutan,2019,192.487723,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bhutan,2020,123.2789124,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bhutan,2021,158.7164234,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bolivia (Plurinational State of),2017,271.4587309,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bolivia (Plurinational State of),2018,281.7460192,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bolivia (Plurinational State of),2019,275.01045,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bolivia (Plurinational State of),2020,230.4786477,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bolivia (Plurinational State of),2021,278.1613397,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bosnia and Herzegovina,2017,46.05883715,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bosnia and Herzegovina,2018,43.40129166,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bosnia and Herzegovina,2019,72.3355796,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bosnia and Herzegovina,2020,54.03981407,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bosnia and Herzegovina,2021,64.54297397,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Botswana,2017,228.7720494,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Botswana,2018,191.6133161,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Botswana,2019,177.7013479,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Botswana,2020,125.0855815,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Botswana,2021,170.8926858,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Brazil,2017,29.37094265,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Brazil,2018,33.18881726,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Brazil,2019,33.44001994,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Brazil,2020,31.40797189,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Brazil,2021,30.47252571,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bulgaria,2017,2.67467317,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bulgaria,2018,2.702015813,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bulgaria,2019,2.817353691,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bulgaria,2020,2.924027642,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Bulgaria,2021,2.751523727,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Burkina Faso,2017,149.203363,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Burkina Faso,2018,161.6761115,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Burkina Faso,2019,180.899176,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Burkina Faso,2020,222.7666681,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Burkina Faso,2021,233.623201,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Burundi,2017,32.84543215,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Burundi,2018,36.54106336,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Burundi,2019,37.07341297,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Burundi,2020,36.6040024,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Burundi,2021,36.75857021,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cabo Verde,2017,96.53041568,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cabo Verde,2018,101.1734513,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cabo Verde,2019,104.003081,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cabo Verde,2020,62.39290737,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cabo Verde,2021,68.40024884,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cambodia,2017,189.4646095,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cambodia,2018,213.1945323,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cambodia,2019,242.1665939,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cambodia,2020,237.643966,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cambodia,2021,257.8920341,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cameroon,2017,74.24215652,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cameroon,2018,80.26726657,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cameroon,2019,80.15260604,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cameroon,2020,78.66026174,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cameroon,2021,83.92739472,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Canada,2017,12.74644955,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Canada,2018,13.8118744,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Canada,2019,14.08612266,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Canada,2020,14.00095173,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Canada,2021,14.67171875,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Central African Republic,2017,31.15864541,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Central African Republic,2018,32.08147413,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Central African Republic,2019,33.69442741,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Central African Republic,2020,33.66280589,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Central African Republic,2021,34.00828719,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Chad,2017,34.26712591,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Chad,2018,39.81591404,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Chad,2019,41.45667493,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Chad,2020,43.97905542,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Chad,2021,29.68965153,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Chile,2017,40.08224574,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Chile,2018,39.13786689,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Chile,2019,37.94382703,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Chile,2020,39.64363402,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Chile,2021,48.66545226,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,China,2017,38.15322132,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,China,2018,43.34030515,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,China,2019,44.8129573,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,China,2020,53.58398268,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,China,2021,66.99408625,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Colombia,2017,34.74983288,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Colombia,2018,187.901956,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Colombia,2019,238.1822959,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Colombia,2020,203.5366172,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Colombia,2021,245.2472386,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Comoros,2017,184.6135272,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Comoros,2018,186.7764073,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Comoros,2019,185.8820662,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Comoros,2020,189.043356,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Comoros,2021,194.8042848,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Congo,2017,176.8897056,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Congo,2018,206.0729312,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Congo,2019,192.0451113,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Congo,2020,107.5290586,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Congo,2021,160.0302434,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Costa Rica,2017,46.49065293,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Costa Rica,2018,46.37258879,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Costa Rica,2019,46.26464508,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Costa Rica,2020,45.55080451,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Costa Rica,2021,49.61279343,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Croatia,2017,19.28368767,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Croatia,2018,19.67432037,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Croatia,2019,19.70033012,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Croatia,2020,18.07462943,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Croatia,2021,20.14435856,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cuba,2017,27.52398737,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cuba,2018,28.78335337,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cuba,2019,28.28200437,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cuba,2020,23.79780955,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cuba,2021,20.24534037,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cyprus,2017,125.5547852,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cyprus,2018,146.0264582,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cyprus,2019,164.4075661,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cyprus,2020,157.9727064,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Cyprus,2021,169.0861988,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Czechia,2017,60.99332205,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Czechia,2018,66.6151179,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Czechia,2019,74.41851286,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Czechia,2020,78.69819409,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Czechia,2021,81.97508693,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Côte d'Ivoire,2017,39.16137649,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Côte d'Ivoire,2018,42.80684603,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Côte d'Ivoire,2019,45.66823044,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Côte d'Ivoire,2020,46.08890884,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Côte d'Ivoire,2021,49.59251015,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Democratic People's Republic of Korea,2017,5.768091327,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Democratic People's Republic of Korea,2018,5.227573367,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Industrial Water Use Efficiency,Democratic People's Republic of Korea,2019,5.393841267,US$/m3,E,FALSE
